Pathway,Reactions,Substrates,Products
Biosynthesis of nucleotide sugars,rn:R00416,cpd:C04501,cpd:C00043
Biosynthesis of nucleotide sugars,rn:R01786,cpd:C00267,cpd:C00668
Biosynthesis of nucleotide sugars,rn:R00959,cpd:C00668,cpd:C00103
Biosynthesis of nucleotide sugars,rn:R00289,cpd:C00103,cpd:C00029
Biosynthesis of nucleotide sugars,rn:R00291,cpd:C00029,cpd:C00052
Biosynthesis of nucleotide sugars,rn:R13199,cpd:C00668,cpd:C00085
Biosynthesis of nucleotide sugars,rn:R00768,cpd:C00085,cpd:C00352
Biosynthesis of nucleotide sugars,rn:R02060,cpd:C00352,cpd:C06156
Biosynthesis of nucleotide sugars,rn:R05332,cpd:C06156,cpd:C04501
Biosynthesis of nucleotide sugars,rn:R00660,cpd:C00043,cpd:C04631
Biosynthesis of nucleotide sugars,rn:R03192,cpd:C04631,cpd:C01050
Biosynthesis of nucleotide sugars,rn:R01818,cpd:C00275,cpd:C00636
Biosynthesis of nucleotide sugars,rn:R00885,cpd:C00636,cpd:C00096
Biosynthesis of nucleotide sugars,rn:R00418,cpd:C00043,cpd:C00203
Biosynthesis of nucleotide sugars,rn:R00888,cpd:C00096,cpd:C01222
Biosynthesis of nucleotide sugars,rn:R05692,cpd:C01222,cpd:C00325
Biosynthesis of nucleotide sugars,rn:R01530,cpd:C00199,cpd:C01112
Biosynthesis of nucleotide sugars,rn:R03254,cpd:C01112,cpd:C04478
Biosynthesis of nucleotide sugars,rn:R03350,cpd:C04478,cpd:C01187
Biosynthesis of nucleotide sugars,rn:R03351,cpd:C01187,cpd:C04121
Biosynthesis of nucleotide sugars,rn:R09769,cpd:C05382,cpd:C19878
Biosynthesis of nucleotide sugars,rn:R09771,cpd:C19879,cpd:C19880
Biosynthesis of nucleotide sugars,rn:R05645,cpd:C05382,cpd:C07836
Biosynthesis of nucleotide sugars,rn:R05646,cpd:C07836,cpd:C11472
Biosynthesis of nucleotide sugars,rn:R05647,cpd:C11472,cpd:C07838
Biosynthesis of nucleotide sugars,rn:R05644,cpd:C07838,cpd:C06397
Biosynthesis of nucleotide sugars,rn:R05176,cpd:C06397,cpd:C06398
Biosynthesis of nucleotide sugars,rn:R09697,cpd:C00043,cpd:C19823
Biosynthesis of nucleotide sugars,rn:R09825,cpd:C19823,cpd:C19961
Biosynthesis of nucleotide sugars,rn:R09842,cpd:C19961,cpd:C19971
Biosynthesis of nucleotide sugars,rn:R09834,cpd:C19971,cpd:C19972
Biosynthesis of nucleotide sugars,rn:R09841,cpd:C19972,cpd:C20082
Biosynthesis of nucleotide sugars,rn:R09843,cpd:C20082,cpd:C20083
Biosynthesis of cofactors,rn:R05681,cpd:C06055,cpd:C07335
Biosynthesis of cofactors,rn:R05838,cpd:C11638,cpd:C00627
Biosynthesis of cofactors,rn:R00425,cpd:C00044,cpd:C01304
Biosynthesis of cofactors,rn:R03459,cpd:C01304,cpd:C01268
Biosynthesis of cofactors,rn:R03458,cpd:C01268,cpd:C04454
Biosynthesis of cofactors,rn:R04457,"cpd:C15556, cpd:C04732",cpd:C04332
Biosynthesis of cofactors,rn:R00066,cpd:C04332,cpd:C00255
Biosynthesis of cofactors,rn:R00549,cpd:C00255,cpd:C00061
Biosynthesis of cofactors,rn:R00161,cpd:C00061,cpd:C00016
Biosynthesis of cofactors,rn:R07281,cpd:C00199,cpd:C15556
Biosynthesis of cofactors,rn:R04292,cpd:C05840,cpd:C03722
Biosynthesis of cofactors,rn:R00104,cpd:C00003,cpd:C00006
Biosynthesis of cofactors,rn:R00189,cpd:C00857,cpd:C00003
Biosynthesis of cofactors,rn:R03005,cpd:C01185,cpd:C00857
Biosynthesis of cofactors,rn:R01214,cpd:C00183,cpd:C00141
Biosynthesis of cofactors,rn:R02473,"cpd:C00522, cpd:C00099",cpd:C00864
Biosynthesis of cofactors,rn:R01226,cpd:C00141,cpd:C00966
Biosynthesis of cofactors,rn:R00489,cpd:C00049,cpd:C00099
Biosynthesis of cofactors,rn:R04230,cpd:C03492,cpd:C04352
Biosynthesis of cofactors,rn:R03269,cpd:C04352,cpd:C01134
Biosynthesis of cofactors,rn:R03018,cpd:C00864,cpd:C03492
Biosynthesis of cofactors,rn:R03035,cpd:C01134,cpd:C00882
Biosynthesis of cofactors,rn:R00130,cpd:C00882,cpd:C00010
Biosynthesis of cofactors,rn:R03348,cpd:C03722,cpd:C01185
Biosynthesis of cofactors,rn:R00424,cpd:C00044,cpd:C04895
Biosynthesis of cofactors,rn:R03067,"cpd:C04807, cpd:C00568",cpd:C00921
Biosynthesis of cofactors,rn:R03504,cpd:C04874,cpd:C01300
Biosynthesis of cofactors,rn:R02237,cpd:C00921,cpd:C00415
Biosynthesis of cofactors,rn:R03066,cpd:C01300,cpd:C00921
Biosynthesis of cofactors,rn:R04241,cpd:C09332,cpd:C03541
Biosynthesis of cofactors,rn:R00942,cpd:C00101,cpd:C09332
Biosynthesis of cofactors,rn:R04286,cpd:C04895,cpd:C03684
Biosynthesis of cofactors,rn:R05553,cpd:C11355,cpd:C00568
Biosynthesis of cofactors,rn:R01716,cpd:C00251,cpd:C11355
Biosynthesis of cofactors,rn:R09394,cpd:C00044,cpd:C21310
Biosynthesis of cofactors,rn:R11372,cpd:C21310,cpd:C18239
Biosynthesis of cofactors,rn:R09395,cpd:C18239,cpd:C05924
Biosynthesis of cofactors,rn:R09726,cpd:C05924,cpd:C19848
Biosynthesis of cofactors,rn:R09735,cpd:C19848,cpd:C18237
Biosynthesis of cofactors,rn:R01220,cpd:C00143,cpd:C00445
Biosynthesis of cofactors,rn:R01655,cpd:C00445,cpd:C00234
Biosynthesis of cofactors,rn:R00945,cpd:C00101,cpd:C00143
Biosynthesis of cofactors,rn:R05578,cpd:C00025,cpd:C02987
Biosynthesis of cofactors,rn:R04109,cpd:C02987,cpd:C03741
Biosynthesis of cofactors,rn:R02272,cpd:C03741,cpd:C00430
Biosynthesis of cofactors,rn:R00310,cpd:C02191,cpd:C00032
Biosynthesis of cofactors,rn:R03220,cpd:C03263,cpd:C01079
Biosynthesis of cofactors,rn:R03222,cpd:C01079,cpd:C02191
Biosynthesis of cofactors,rn:R03197,cpd:C01051,cpd:C03263
Biosynthesis of cofactors,rn:R00084,cpd:C00931,cpd:C01024
Biosynthesis of cofactors,rn:R03165,cpd:C01024,cpd:C01051
Biosynthesis of cofactors,rn:R00036,cpd:C00430,cpd:C00931
Biosynthesis of cofactors,rn:R00177,cpd:C00073,cpd:C00019
Biosynthesis of cofactors,rn:R09736,cpd:C19847,cpd:C05819
Biosynthesis of cofactors,rn:R04985,cpd:C05848,cpd:C05807
Biosynthesis of cofactors,rn:R09737,cpd:C19858,cpd:C19859
Biosynthesis of cofactors,rn:R00289,cpd:C00103,cpd:C00029
Biosynthesis of cofactors,rn:R09543,cpd:C01209,cpd:C19673
Biosynthesis of cofactors,rn:R10115,"cpd:C19673, cpd:C01209",cpd:C20372
Biosynthesis of cofactors,rn:R10116,cpd:C20372,cpd:C20373
Biosynthesis of cofactors,rn:R10117,cpd:C20373,cpd:C20374
Biosynthesis of cofactors,rn:R10118,cpd:C20374,cpd:C20375
Biosynthesis of cofactors,rn:R10119,"cpd:C20375, cpd:C01209",cpd:C20376
Biosynthesis of cofactors,rn:R10120,cpd:C20376,cpd:C20377
Biosynthesis of cofactors,rn:R10121,cpd:C20377,cpd:C20378
Biosynthesis of cofactors,rn:R10122,cpd:C20378,cpd:C19846
Biosynthesis of cofactors,rn:R10124,cpd:C19845,cpd:C01092
Biosynthesis of cofactors,rn:R03231,cpd:C01092,cpd:C01037
Biosynthesis of cofactors,rn:R03182,cpd:C01037,cpd:C01909
Biosynthesis of cofactors,rn:R12934,cpd:C22458,cpd:C01909
Biosynthesis of cofactors,rn:R01078,cpd:C01909,cpd:C00120
Biosynthesis of cofactors,rn:R03210,cpd:C01063,cpd:C01092
Biosynthesis of cofactors,rn:R01135,cpd:C00130,cpd:C03794
Biosynthesis of cofactors,rn:R01083,cpd:C03794,cpd:C00020
Biosynthesis of cofactors,rn:R00127,cpd:C00020,cpd:C00008
Biosynthesis of cofactors,rn:R00331,cpd:C00008,cpd:C00002
Biosynthesis of cofactors,rn:R00575,cpd:C00064,cpd:C00169
Biosynthesis of cofactors,rn:R01397,cpd:C00169,cpd:C00438
Biosynthesis of cofactors,rn:R01993,cpd:C00438,cpd:C00337
Biosynthesis of cofactors,rn:R01867,cpd:C00337,cpd:C00295
Biosynthesis of cofactors,rn:R01870,"cpd:C00295, cpd:C00119",cpd:C01103
Biosynthesis of cofactors,rn:R00965,cpd:C01103,cpd:C00105
Biosynthesis of cofactors,rn:R00158,cpd:C00105,cpd:C00015
Biosynthesis of cofactors,rn:R00156,cpd:C00015,cpd:C00075
Biosynthesis of cofactors,rn:R00571,cpd:C00075,cpd:C00063
Biosynthesis of cofactors,rn:R00570,cpd:C00112,cpd:C00063
Biosynthesis of cofactors,rn:R07460,cpd:C00097,cpd:C15812
Biosynthesis of cofactors,rn:R04509,cpd:C04556,cpd:C04752
Biosynthesis of cofactors,rn:R00619,cpd:C00378,cpd:C00068
Biosynthesis of cofactors,rn:R03471,cpd:C01279,cpd:C04556
Biosynthesis of cofactors,rn:R03223,"cpd:C04752, cpd:C04327",cpd:C01081
Biosynthesis of cofactors,rn:R04448,cpd:C04294,cpd:C04327
Biosynthesis of cofactors,rn:R02133,cpd:C00378,"cpd:C01279, cpd:C04294"
Biosynthesis of cofactors,rn:R10712,"cpd:C04752, cpd:C20247",cpd:C01081
Biosynthesis of cofactors,rn:R11329,cpd:C05770,cpd:C21284
Biosynthesis of cofactors,rn:R10666,cpd:C00251,cpd:C20772
Biosynthesis of cofactors,rn:R10667,cpd:C20772,cpd:C20773
Biosynthesis of cofactors,rn:R10695,cpd:C20773,cpd:C16999
Biosynthesis of cofactors,rn:R08588,cpd:C17010,cpd:C17017
Biosynthesis of cofactors,rn:R08589,cpd:C17017,cpd:C17018
Biosynthesis of cofactors,rn:R10668,cpd:C20773,cpd:C17010
Biosynthesis of cofactors,rn:R05000,"cpd:C05847, cpd:C00156",cpd:C05848
Degradation of aromatic compounds,rn:R01238,cpd:C00146,cpd:C00156
Degradation of aromatic compounds,rn:R03966,cpd:C02501,cpd:C03453
Degradation of aromatic compounds,rn:R05389,cpd:C07478,cpd:C07479
